lat,lon,crs,tas_anom
-20.5,144.5,b'',5.258226
-20.5,145.5,b'',5.0574465
-20.5,146.5,b'',4.8224974
-20.5,147.5,b'',4.5287943
-20.5,148.5,b'',4.189808
-20.5,149.5,b'',3.8857636
-20.5,150.5,b'',3.8108692
-20.5,151.5,b'',3.7674198
-20.5,152.5,b'',3.7557368
-20.5,153.5,b'',3.7543545
-20.5,154.5,b'',3.762425
-20.5,155.5,b'',3.7735727
-20.5,156.5,b'',3.7805696
-20.5,157.5,b'',3.7831924
-20.5,158.5,b'',3.7849197
-20.5,159.5,b'',3.7874658
-20.5,160.5,b'',3.7861526
-20.5,161.5,b'',3.7843988
-20.5,162.5,b'',3.7932794
-20.5,163.5,b'',3.8030198
-20.5,164.5,b'',3.8164291
-20.5,165.5,b'',3.7621078
-20.5,166.5,b'',3.7151253
-20.5,167.5,b'',3.6955795
-20.5,168.5,b'',3.6883852
-20.5,169.5,b'',3.6758938
-20.5,170.5,b'',3.665153
-20.5,171.5,b'',3.648528
-20.5,172.5,b'',3.6337378
-20.5,173.5,b'',3.6163766
-20.5,174.5,b'',3.6002157
-20.5,175.5,b'',3.58382
-20.5,176.5,b'',3.5625315
-20.5,177.5,b'',3.5466053
-20.5,178.5,b'',3.5299659
-20.5,179.5,b'',3.5058553
-19.5,-179.5,b'',3.4585934
-19.5,-178.5,b'',3.4356873
-19.5,-177.5,b'',3.4200003
-19.5,-176.5,b'',3.4070153
-19.5,-175.5,b'',3.3918235
-19.5,-174.5,b'',3.3779273
-19.5,-173.5,b'',3.367096
-19.5,-172.5,b'',3.3491201
-19.5,-171.5,b'',3.340712
-19.5,-170.5,b'',3.327828
-19.5,-169.5,b'',3.3174458
-19.5,-168.5,b'',3.3064957
-19.5,-167.5,b'',3.29698
-19.5,-166.5,b'',3.283044
-19.5,-165.5,b'',3.2759774
-19.5,-164.5,b'',3.2638764
-19.5,-163.5,b'',3.2534144
-19.5,-162.5,b'',3.2455466
-19.5,-161.5,b'',3.2337768
-19.5,-160.5,b'',3.221878
-19.5,-159.5,b'',3.2173293
-19.5,-158.5,b'',3.2026992
-19.5,-157.5,b'',3.1956477
-19.5,-156.5,b'',3.1858974
-19.5,-155.5,b'',3.1713138
-19.5,-154.5,b'',3.1621723
-19.5,-153.5,b'',3.1503086
-19.5,-152.5,b'',3.1346824
-19.5,-151.5,b'',3.127887
-19.5,-150.5,b'',3.1102774
-19.5,-149.5,b'',3.0970564
-19.5,-148.5,b'',3.0838132
-19.5,-147.5,b'',3.069
-19.5,-146.5,b'',3.0525658
-19.5,-145.5,b'',3.042032
-19.5,-144.5,b'',3.0229614
-19.5,-143.5,b'',3.0088956
-19.5,-142.5,b'',2.993565
-19.5,-141.5,b'',2.972357
-19.5,-140.5,b'',2.9560452
-19.5,-139.5,b'',2.9430637
-19.5,-138.5,b'',2.9191222
-19.5,-137.5,b'',2.9052455
-19.5,-136.5,b'',2.882804
-19.5,-135.5,b'',2.8610623
-19.5,-134.5,b'',2.8407001
-19.5,-133.5,b'',2.8191097
-19.5,-132.5,b'',2.7940004
-19.5,-131.5,b'',2.7755337
-19.5,-130.5,b'',2.7477415
-19.5,-129.5,b'',2.7283683
-19.5,-128.5,b'',2.702322
-19.5,-127.5,b'',2.680053
-19.5,-126.5,b'',2.655924
-19.5,-125.5,b'',2.6305752
-19.5,-124.5,b'',2.609172
-19.5,-123.5,b'',2.5851471
-19.5,-122.5,b'',2.563057
-19.5,-121.5,b'',2.5427349
-19.5,-120.5,b'',2.5179672
-19.5,-119.5,b'',2.4994504
-19.5,-118.5,b'',2.4751513
-19.5,-117.5,b'',2.4542775
-19.5,-116.5,b'',2.4318526
-19.5,-115.5,b'',2.4128869
-19.5,-114.5,b'',2.3948467
-19.5,-113.5,b'',2.380718
-19.5,-112.5,b'',2.3656917
-19.5,-111.5,b'',2.3518708
-19.5,-110.5,b'',2.3431997
-19.5,-109.5,b'',2.3353474
-19.5,-108.5,b'',2.3283727
-19.5,-107.5,b'',2.3234687
-19.5,-106.5,b'',2.32085
-19.5,-105.5,b'',2.3170395
-19.5,-104.5,b'',2.3178396
-19.5,-103.5,b'',2.3164332
-19.5,-102.5,b'',2.329277
-19.5,-101.5,b'',2.3345873
-19.5,-100.5,b'',2.3467448
-19.5,-99.5,b'',2.3590174
-19.5,-98.5,b'',2.3711133
-19.5,-97.5,b'',2.3825467
-19.5,-96.5,b'',2.4145958
-19.5,-95.5,b'',2.4368107
-19.5,-94.5,b'',2.462269
-19.5,-93.5,b'',2.5028133
-19.5,-92.5,b'',2.5322552
-19.5,-91.5,b'',2.5696523
-19.5,-90.5,b'',2.6175811
-19.5,-89.5,b'',2.6716561
-19.5,-88.5,b'',2.727775
-19.5,-87.5,b'',2.784155
-19.5,-86.5,b'',2.8503172
-19.5,-85.5,b'',2.9176364
-19.5,-84.5,b'',2.9839656
-19.5,-83.5,b'',3.05605
-19.5,-82.5,b'',3.1552825
-19.5,-81.5,b'',3.2365513
-19.5,-80.5,b'',3.3340435
-19.5,-79.5,b'',3.4446435
-19.5,-78.5,b'',3.554496
-19.5,-77.5,b'',3.6566415
-19.5,-76.5,b'',3.76268
-19.5,-75.5,b'',3.831664
-19.5,-74.5,b'',3.9697337
-19.5,-73.5,b'',4.133446
-19.5,-72.5,b'',4.4737926
-19.5,-71.5,b'',4.8221245
-19.5,-70.5,b'',5.6266475
-19.5,-69.5,b'',6.1539316
-19.5,-68.5,b'',6.341929
-19.5,-67.5,b'',6.3942833
-19.5,-66.5,b'',6.342379
-19.5,-65.5,b'',6.1353383
-19.5,-64.5,b'',5.969166
-19.5,-63.5,b'',5.9676604
-19.5,-62.5,b'',6.124095
-19.5,-61.5,b'',6.1891394
-19.5,-60.5,b'',6.235062
-19.5,-59.5,b'',6.382298
-19.5,-58.5,b'',6.476025
-19.5,-57.5,b'',6.592984
-19.5,-56.5,b'',6.676492
-19.5,-55.5,b'',6.7248583
-19.5,-54.5,b'',6.740704
-19.5,-53.5,b'',6.737987
-19.5,-52.5,b'',6.683147
-19.5,-51.5,b'',6.5933137
-19.5,-50.5,b'',6.455762
-19.5,-49.5,b'',6.3736215
-19.5,-48.5,b'',6.2579565
-19.5,-47.5,b'',6.2140775
-19.5,-46.5,b'',6.08417
-19.5,-45.5,b'',5.946533
-19.5,-44.5,b'',5.7609973
-19.5,-43.5,b'',5.542899
-19.5,-42.5,b'',5.199828
-19.5,-41.5,b'',4.918663
-19.5,-40.5,b'',4.1828084
-19.5,-39.5,b'',3.728307
-19.5,-38.5,b'',3.55452
-19.5,-37.5,b'',3.4748397
-19.5,-36.5,b'',3.4561484
-19.5,-35.5,b'',3.433482
-19.5,-34.5,b'',3.4154932
-19.5,-33.5,b'',3.3943372
-19.5,-32.5,b'',3.375477
-19.5,-31.5,b'',3.3584068
-19.5,-30.5,b'',3.341801
-19.5,-29.5,b'',3.3286197
-19.5,-28.5,b'',3.313123
-19.5,-27.5,b'',3.3029993
-19.5,-26.5,b'',3.293628
-19.5,-25.5,b'',3.282753
-19.5,-24.5,b'',3.2758827
-19.5,-23.5,b'',3.2731826
-19.5,-22.5,b'',3.2677267
-19.5,-21.5,b'',3.261749
-19.5,-20.5,b'',3.2595077
-19.5,-19.5,b'',3.256847
-19.5,-18.5,b'',3.254841
-19.5,-17.5,b'',3.252892
-19.5,-16.5,b'',3.2504275
-19.5,-15.5,b'',3.2475934
-19.5,-14.5,b'',3.2500355
-19.5,-13.5,b'',3.250123
-19.5,-12.5,b'',3.253451
-19.5,-11.5,b'',3.253226
-19.5,-10.5,b'',3.2551682
-19.5,-9.5,b'',3.2554076
-19.5,-8.5,b'',3.260254
-19.5,-7.5,b'',3.2620296
-19.5,-6.5,b'',3.2722454
-19.5,-5.5,b'',3.2790093
-19.5,-4.5,b'',3.286693
-19.5,-3.5,b'',3.2998676
-19.5,-2.5,b'',3.3102472
-19.5,-1.5,b'',3.3235111
-19.5,-0.5,b'',3.3511834
-19.5,0.5,b'',3.3680944
-19.5,1.5,b'',3.4045956
-19.5,2.5,b'',3.4344025
-19.5,3.5,b'',3.4748123
-19.5,4.5,b'',3.5229027
-19.5,5.5,b'',3.5860434
-19.5,6.5,b'',3.6554613
-19.5,7.5,b'',3.7568493
-19.5,8.5,b'',3.8407826
-19.5,9.5,b'',3.9985127
-19.5,10.5,b'',4.1224294
-19.5,11.5,b'',4.460171
-19.5,12.5,b'',4.782266
-19.5,13.5,b'',5.571598
-19.5,14.5,b'',6.118185
-19.5,15.5,b'',6.4550447
-19.5,16.5,b'',6.7139874
-19.5,17.5,b'',6.805425
-19.5,18.5,b'',6.7812653
-19.5,19.5,b'',6.701012
-19.5,20.5,b'',6.7100296
-19.5,21.5,b'',6.6945744
-19.5,22.5,b'',6.648418
-19.5,23.5,b'',6.6045523
-19.5,24.5,b'',6.5062556
-19.5,25.5,b'',6.4290023
-19.5,26.5,b'',6.3414116
-19.5,27.5,b'',6.206684
-19.5,28.5,b'',6.1164722
-19.5,29.5,b'',6.0349383
-19.5,30.5,b'',5.9376874
-19.5,31.5,b'',5.823531
-19.5,32.5,b'',5.5966315
-19.5,33.5,b'',5.4350815
-19.5,34.5,b'',4.980686
-19.5,35.5,b'',4.4471855
-19.5,36.5,b'',4.0815196
-19.5,37.5,b'',3.9720638
-19.5,38.5,b'',3.9333522
-19.5,39.5,b'',3.9458141
-19.5,40.5,b'',3.963627
-19.5,41.5,b'',4.102083
-19.5,42.5,b'',4.189784
-19.5,43.5,b'',4.3889546
-19.5,44.5,b'',4.8189936
-19.5,45.5,b'',4.949588
-19.5,46.5,b'',4.871819
-19.5,47.5,b'',4.5121193
-19.5,48.5,b'',4.1978436
-19.5,49.5,b'',3.7935872
-19.5,50.5,b'',3.6705024
-19.5,51.5,b'',3.6659653
-19.5,52.5,b'',3.668251
-19.5,53.5,b'',3.6687434
-19.5,54.5,b'',3.6614213
-19.5,55.5,b'',3.652689
-19.5,56.5,b'',3.645075
-19.5,57.5,b'',3.6371748
-19.5,58.5,b'',3.630359
-19.5,59.5,b'',3.626109
-19.5,60.5,b'',3.6217422
-19.5,61.5,b'',3.6119745
-19.5,62.5,b'',3.6086218
-19.5,63.5,b'',3.601575
-19.5,64.5,b'',3.5957766
-19.5,65.5,b'',3.589529
-19.5,66.5,b'',3.5831265
-19.5,67.5,b'',3.5736303
-19.5,68.5,b'',3.5664237
-19.5,69.5,b'',3.5561225
-19.5,70.5,b'',3.5532932
-19.5,71.5,b'',3.5447967
-19.5,72.5,b'',3.5379343
-19.5,73.5,b'',3.5303507
-19.5,74.5,b'',3.5236475
-19.5,75.5,b'',3.515168
-19.5,76.5,b'',3.5097067
-19.5,77.5,b'',3.5002782
-19.5,78.5,b'',3.4921675
-19.5,79.5,b'',3.4835265
-19.5,80.5,b'',3.4750948
-19.5,81.5,b'',3.467011
-19.5,82.5,b'',3.460951
-19.5,83.5,b'',3.4555557
-19.5,84.5,b'',3.4498591
-19.5,85.5,b'',3.4427974
-19.5,86.5,b'',3.4357383
-19.5,87.5,b'',3.4298043
-19.5,88.5,b'',3.4238415
-19.5,89.5,b'',3.4201963
-19.5,90.5,b'',3.4148123
-19.5,91.5,b'',3.4083638
-19.5,92.5,b'',3.402426
-19.5,93.5,b'',3.3980355
-19.5,94.5,b'',3.3919377
-19.5,95.5,b'',3.3896236
-19.5,96.5,b'',3.3840027
-19.5,97.5,b'',3.384997
-19.5,98.5,b'',3.3863401
-19.5,99.5,b'',3.3890524
-19.5,100.5,b'',3.3944488
-19.5,101.5,b'',3.4020758
-19.5,102.5,b'',3.4107265
-19.5,103.5,b'',3.4230058
-19.5,104.5,b'',3.4344773
-19.5,105.5,b'',3.450802
-19.5,106.5,b'',3.4740407
-19.5,107.5,b'',3.4950552
-19.5,108.5,b'',3.5216718
-19.5,109.5,b'',3.5566208
-19.5,110.5,b'',3.5855029
-19.5,111.5,b'',3.6461158
-19.5,112.5,b'',3.7066905
-19.5,113.5,b'',3.8047154
-19.5,114.5,b'',3.9225402
-19.5,115.5,b'',4.0197096
-19.5,116.5,b'',4.141857
-19.5,117.5,b'',4.25799
-19.5,118.5,b'',4.437264
-19.5,119.5,b'',4.6765404
-19.5,120.5,b'',5.0482535
-19.5,121.5,b'',5.453193
-19.5,122.5,b'',5.772291
-19.5,123.5,b'',5.9211445
-19.5,124.5,b'',5.9416275
-19.5,125.5,b'',5.939129
-19.5,126.5,b'',5.929862
-19.5,127.5,b'',5.899425
-19.5,128.5,b'',5.883309
-19.5,129.5,b'',5.8803706
-19.5,130.5,b'',5.9044733
-19.5,131.5,b'',5.877794
-19.5,132.5,b'',5.857813
-19.5,133.5,b'',5.8064075
-19.5,134.5,b'',5.7791634
-19.5,135.5,b'',5.7663136
-19.5,136.5,b'',5.72284
-19.5,137.5,b'',5.671528
-19.5,138.5,b'',5.642779
-19.5,139.5,b'',5.562237
-19.5,140.5,b'',5.5096536
-19.5,141.5,b'',5.431662
-19.5,142.5,b'',5.352125
-19.5,143.5,b'',5.1777587
-19.5,144.5,b'',4.943695
-19.5,145.5,b'',4.673043
-19.5,146.5,b'',4.428328
-19.5,147.5,b'',4.085185
-19.5,148.5,b'',3.899805
-19.5,149.5,b'',3.7723713
-19.5,150.5,b'',3.7474413
-19.5,151.5,b'',3.7314987
-19.5,152.5,b'',3.7317142
-19.5,153.5,b'',3.7410696
-19.5,154.5,b'',3.7500808
-19.5,155.5,b'',3.7558594
-19.5,156.5,b'',3.7574558
-19.5,157.5,b'',3.7551734
-19.5,158.5,b'',3.7511027
-19.5,159.5,b'',3.747044
-19.5,160.5,b'',3.7417977
-19.5,161.5,b'',3.735197
-19.5,162.5,b'',3.7321925
-19.5,163.5,b'',3.7222087
-19.5,164.5,b'',3.7073452
-19.5,165.5,b'',3.6844945
-19.5,166.5,b'',3.6699364
-19.5,167.5,b'',3.6580029
-19.5,168.5,b'',3.651522
-19.5,169.5,b'',3.6376004
-19.5,170.5,b'',3.6255236
-19.5,171.5,b'',3.6082203
-19.5,172.5,b'',3.593287
-19.5,173.5,b'',3.5762005
-19.5,174.5,b'',3.5595953
-19.5,175.5,b'',3.5446346
-19.5,176.5,b'',3.5295742
-19.5,177.5,b'',3.5172257
-19.5,178.5,b'',3.4997025
-19.5,179.5,b'',3.4736826
-18.5,-179.5,b'',3.4380817
-18.5,-178.5,b'',3.4157922
-18.5,-177.5,b'',3.4020848
-18.5,-176.5,b'',3.391525
-18.5,-175.5,b'',3.3799427
-18.5,-174.5,b'',3.3689249
-18.5,-173.5,b'',3.3604188
-18.5,-172.5,b'',3.3450222
-18.5,-171.5,b'',3.3394647
-18.5,-170.5,b'',3.3297107
-18.5,-169.5,b'',3.320911
-18.5,-168.5,b'',3.311993
-18.5,-167.5,b'',3.3038888
-18.5,-166.5,b'',3.2918959
-18.5,-165.5,b'',3.2864244
-18.5,-164.5,b'',3.2761686
-18.5,-163.5,b'',3.2672164
-18.5,-162.5,b'',3.2610016
-18.5,-161.5,b'',3.2506733
-18.5,-160.5,b'',3.240434
-18.5,-159.5,b'',3.236915
-18.5,-158.5,b'',3.2237823
-18.5,-157.5,b'',3.2182822
-18.5,-156.5,b'',3.2105832
-18.5,-155.5,b'',3.1969776
-18.5,-154.5,b'',3.189778
-18.5,-153.5,b'',3.180965
-18.5,-152.5,b'',3.1665173
-18.5,-151.5,b'',3.1605923
-18.5,-150.5,b'',3.1452928
-18.5,-149.5,b'',3.1327238
-18.5,-148.5,b'',3.1218216
-18.5,-147.5,b'',3.1084194
-18.5,-146.5,b'',3.0939975
-18.5,-145.5,b'',3.0839028
-18.5,-144.5,b'',3.0649905
-18.5,-143.5,b'',3.0519056
-18.5,-142.5,b'',3.0375736
-18.5,-141.5,b'',3.0169795
-18.5,-140.5,b'',3.0001755
-18.5,-139.5,b'',2.9863546
-18.5,-138.5,b'',2.9607234
-18.5,-137.5,b'',2.9450781
-18.5,-136.5,b'',2.9222085
-18.5,-135.5,b'',2.9004595
-18.5,-134.5,b'',2.8790395
-18.5,-133.5,b'',2.8571768
-18.5,-132.5,b'',2.831732
-18.5,-131.5,b'',2.8115828
-18.5,-130.5,b'',2.784322
-18.5,-129.5,b'',2.7646275
-18.5,-128.5,b'',2.7370272
-18.5,-127.5,b'',2.7173972
-18.5,-126.5,b'',2.692981
-18.5,-125.5,b'',2.6674109
-18.5,-124.5,b'',2.648985
-18.5,-123.5,b'',2.6251314
-18.5,-122.5,b'',2.6047208
-18.5,-121.5,b'',2.5887818
-18.5,-120.5,b'',2.5663748
-18.5,-119.5,b'',2.5510442
-18.5,-118.5,b'',2.5322223
-18.5,-117.5,b'',2.515042
-18.5,-116.5,b'',2.4983883
-18.5,-115.5,b'',2.4842129
-18.5,-114.5,b'',2.4693658
-18.5,-113.5,b'',2.4618838
-18.5,-112.5,b'',2.4522805
-18.5,-111.5,b'',2.4425707
-18.5,-110.5,b'',2.4419513
-18.5,-109.5,b'',2.4404018
-18.5,-108.5,b'',2.4405293
-18.5,-107.5,b'',2.4431243
-18.5,-106.5,b'',2.4474506
-18.5,-105.5,b'',2.448011
-18.5,-104.5,b'',2.456582
-18.5,-103.5,b'',2.460888
-18.5,-102.5,b'',2.4805348
-18.5,-101.5,b'',2.4907496
-18.5,-100.5,b'',2.5120547
-18.5,-99.5,b'',2.5298948
-18.5,-98.5,b'',2.54902
-18.5,-97.5,b'',2.56987
-18.5,-96.5,b'',2.6071696
-18.5,-95.5,b'',2.6323369
-18.5,-94.5,b'',2.668747
-18.5,-93.5,b'',2.712798
-18.5,-92.5,b'',2.7442658
-18.5,-91.5,b'',2.7817814
-18.5,-90.5,b'',2.8352113
-18.5,-89.5,b'',2.8828058
-18.5,-88.5,b'',2.9374142
-18.5,-87.5,b'',2.9945257
-18.5,-86.5,b'',3.059578
-18.5,-85.5,b'',3.1186829
-18.5,-84.5,b'',3.1857176
-18.5,-83.5,b'',3.2579436
-18.5,-82.5,b'',3.3544104
-18.5,-81.5,b'',3.430547
-18.5,-80.5,b'',3.5297196
-18.5,-79.5,b'',3.623296
-18.5,-78.5,b'',3.7216554
-18.5,-77.5,b'',3.8033442
-18.5,-76.5,b'',3.9088023
-18.5,-75.5,b'',3.9912832
-18.5,-74.5,b'',4.1511045
-18.5,-73.5,b'',4.336143
-18.5,-72.5,b'',4.674698
-18.5,-71.5,b'',5.0269504
-18.5,-70.5,b'',5.753328
-18.5,-69.5,b'',6.164434
-18.5,-68.5,b'',6.2124467
-18.5,-67.5,b'',6.183899
-18.5,-66.5,b'',6.0585313
-18.5,-65.5,b'',5.987815
-18.5,-64.5,b'',6.0506797
-18.5,-63.5,b'',6.211394
-18.5,-62.5,b'',6.351135
-18.5,-61.5,b'',6.3755302
-18.5,-60.5,b'',6.3817425
-18.5,-59.5,b'',6.4830623
-18.5,-58.5,b'',6.562589
-18.5,-57.5,b'',6.591561
-18.5,-56.5,b'',6.6657476
-18.5,-55.5,b'',6.6332865
-18.5,-54.5,b'',6.642364
-18.5,-53.5,b'',6.732599
-18.5,-52.5,b'',6.6721663
-18.5,-51.5,b'',6.593888
-18.5,-50.5,b'',6.545253
-18.5,-49.5,b'',6.409771
-18.5,-48.5,b'',6.2723727
-18.5,-47.5,b'',6.24248
-18.5,-46.5,b'',6.1023426
-18.5,-45.5,b'',5.974605
-18.5,-44.5,b'',5.797159
-18.5,-43.5,b'',5.5722613
-18.5,-42.5,b'',5.2408285
-18.5,-41.5,b'',5.0032563
-18.5,-40.5,b'',4.312474
-18.5,-39.5,b'',3.8628912
-18.5,-38.5,b'',3.603875
-18.5,-37.5,b'',3.482276
-18.5,-36.5,b'',3.4590654
-18.5,-35.5,b'',3.4347386
-18.5,-34.5,b'',3.415041
-18.5,-33.5,b'',3.3927536
-18.5,-32.5,b'',3.3750858
-18.5,-31.5,b'',3.3572736
-18.5,-30.5,b'',3.3409755
-18.5,-29.5,b'',3.3285232
-18.5,-28.5,b'',3.31298
-18.5,-27.5,b'',3.3031664
-18.5,-26.5,b'',3.2964528
-18.5,-25.5,b'',3.2865734
-18.5,-24.5,b'',3.2812016
-18.5,-23.5,b'',3.2804775
-18.5,-22.5,b'',3.2765963
-18.5,-21.5,b'',3.2725515
-18.5,-20.5,b'',3.272925
-18.5,-19.5,b'',3.270991
-18.5,-18.5,b'',3.2706592
-18.5,-17.5,b'',3.2703507
-18.5,-16.5,b'',3.2710822
-18.5,-15.5,b'',3.2718515
-18.5,-14.5,b'',3.2783432
-18.5,-13.5,b'',3.2815313
-18.5,-12.5,b'',3.2890987
-18.5,-11.5,b'',3.2914333
-18.5,-10.5,b'',3.2967577
-18.5,-9.5,b'',3.302103
-18.5,-8.5,b'',3.3113256
-18.5,-7.5,b'',3.3160777
-18.5,-6.5,b'',3.32989
-18.5,-5.5,b'',3.3398244
-18.5,-4.5,b'',3.35121
-18.5,-3.5,b'',3.3686614
-18.5,-2.5,b'',3.384752
-18.5,-1.5,b'',3.399904
-18.5,-0.5,b'',3.4304504
-18.5,0.5,b'',3.4501994
-18.5,1.5,b'',3.4859898
-18.5,2.5,b'',3.516954
-18.5,3.5,b'',3.5629354
-18.5,4.5,b'',3.617362
-18.5,5.5,b'',3.6881776
-18.5,6.5,b'',3.7627883
-18.5,7.5,b'',3.8700633
-18.5,8.5,b'',3.9697285
-18.5,9.5,b'',4.1909833
-18.5,10.5,b'',4.372338
-18.5,11.5,b'',4.7999845
-18.5,12.5,b'',5.277963
-18.5,13.5,b'',5.911208
-18.5,14.5,b'',6.302171
-18.5,15.5,b'',6.4676228
-18.5,16.5,b'',6.6204953
-18.5,17.5,b'',6.683939
-18.5,18.5,b'',6.6754045
-18.5,19.5,b'',6.6564927
-18.5,20.5,b'',6.654635
-18.5,21.5,b'',6.633251
-18.5,22.5,b'',6.5840044
-18.5,23.5,b'',6.5368156
-18.5,24.5,b'',6.417156
-18.5,25.5,b'',6.331618
-18.5,26.5,b'',6.261334
-18.5,27.5,b'',6.1304445
-18.5,28.5,b'',6.035511
-18.5,29.5,b'',5.9594812
-18.5,30.5,b'',5.867371
-18.5,31.5,b'',5.7694154
-18.5,32.5,b'',5.641512
-18.5,33.5,b'',5.6076374
-18.5,34.5,b'',5.4224057
-18.5,35.5,b'',4.993265
-18.5,36.5,b'',4.410642
-18.5,37.5,b'',4.087037
-18.5,38.5,b'',3.9716318
-18.5,39.5,b'',3.948374
-18.5,40.5,b'',3.94947
-18.5,41.5,b'',4.0658536
-18.5,42.5,b'',4.1490045
-18.5,43.5,b'',4.353361
-18.5,44.5,b'',4.789734
-18.5,45.5,b'',4.9328127
-18.5,46.5,b'',4.894741
-18.5,47.5,b'',4.5402503
-18.5,48.5,b'',4.2262607
-18.5,49.5,b'',3.8427348
-18.5,50.5,b'',3.683771
-18.5,51.5,b'',3.6705625
-18.5,52.5,b'',3.6626267
-18.5,53.5,b'',3.6658213
-18.5,54.5,b'',3.6586928
-18.5,55.5,b'',3.6515815
-18.5,56.5,b'',3.6466947
-18.5,57.5,b'',3.642008
-18.5,58.5,b'',3.6365192
-18.5,59.5,b'',3.6311305
-18.5,60.5,b'',3.6277564
-18.5,61.5,b'',3.617595
-18.5,62.5,b'',3.6141481
-18.5,63.5,b'',3.6071818
-18.5,64.5,b'',3.6019201
-18.5,65.5,b'',3.5958304
-18.5,66.5,b'',3.5908275
-18.5,67.5,b'',3.582819
-18.5,68.5,b'',3.5762625
-18.5,69.5,b'',3.5677574
-18.5,70.5,b'',3.5652056
-18.5,71.5,b'',3.5572643
-18.5,72.5,b'',3.5506537
-18.5,73.5,b'',3.543214
-18.5,74.5,b'',3.5372777
-18.5,75.5,b'',3.529799
-18.5,76.5,b'',3.5246494
-18.5,77.5,b'',3.5159402
-18.5,78.5,b'',3.5095305
-18.5,79.5,b'',3.5022564
-18.5,80.5,b'',3.4955225
-18.5,81.5,b'',3.4885297
-18.5,82.5,b'',3.4831326
-18.5,83.5,b'',3.4772522
-18.5,84.5,b'',3.4726245
-18.5,85.5,b'',3.4666176
-18.5,86.5,b'',3.4601269
-18.5,87.5,b'',3.4548428
-18.5,88.5,b'',3.4493885
-18.5,89.5,b'',3.4471166
-18.5,90.5,b'',3.442838
-18.5,91.5,b'',3.4398975
-18.5,92.5,b'',3.4360597
-18.5,93.5,b'',3.433494
-18.5,94.5,b'',3.429291
-18.5,95.5,b'',3.429473
-18.5,96.5,b'',3.426498
-18.5,97.5,b'',3.428853
-18.5,98.5,b'',3.4321797
-18.5,99.5,b'',3.4367177
-18.5,100.5,b'',3.4455154
-18.5,101.5,b'',3.4542136
-18.5,102.5,b'',3.4655514
-18.5,103.5,b'',3.480206
-18.5,104.5,b'',3.4925988
-18.5,105.5,b'',3.510457
-18.5,106.5,b'',3.533008
-18.5,107.5,b'',3.5541754
-18.5,108.5,b'',3.579607
-18.5,109.5,b'',3.6124456
-18.5,110.5,b'',3.6382918
-18.5,111.5,b'',3.6838846
-18.5,112.5,b'',3.7293618
-18.5,113.5,b'',3.7980275
-18.5,114.5,b'',3.8680892
-18.5,115.5,b'',3.9285283
-18.5,116.5,b'',3.9946904
-18.5,117.5,b'',4.054503
-18.5,118.5,b'',4.1147017
-18.5,119.5,b'',4.207845
-18.5,120.5,b'',4.5584755
-18.5,121.5,b'',4.914936
-18.5,122.5,b'',5.402967
-18.5,123.5,b'',5.673787
-18.5,124.5,b'',5.7309294
-18.5,125.5,b'',5.75231
-18.5,126.5,b'',5.75955
-18.5,127.5,b'',5.746605
-18.5,128.5,b'',5.7383227
-18.5,129.5,b'',5.7552404
-18.5,130.5,b'',5.7954764
-18.5,131.5,b'',5.7704306
-18.5,132.5,b'',5.756865
-18.5,133.5,b'',5.7151284
-18.5,134.5,b'',5.6671014
-18.5,135.5,b'',5.6246557
-18.5,136.5,b'',5.5737166
-18.5,137.5,b'',5.5070252
-18.5,138.5,b'',5.4367356
-18.5,139.5,b'',5.3266263
-18.5,140.5,b'',5.2755547
-18.5,141.5,b'',5.2253056
-18.5,142.5,b'',5.11793
-18.5,143.5,b'',4.940167
-18.5,144.5,b'',4.6729913
-18.5,145.5,b'',4.315009
-18.5,146.5,b'',4.03841
-18.5,147.5,b'',3.7929773
-18.5,148.5,b'',3.7477977
-18.5,149.5,b'',3.7204912
-18.5,150.5,b'',3.7215443
-18.5,151.5,b'',3.7217045
-18.5,152.5,b'',3.7234807
-18.5,153.5,b'',3.7313905
-18.5,154.5,b'',3.735356
-18.5,155.5,b'',3.7328088
-18.5,156.5,b'',3.7288992
-18.5,157.5,b'',3.7244194
-18.5,158.5,b'',3.716418
-18.5,159.5,b'',3.7083526
-18.5,160.5,b'',3.7014234
-18.5,161.5,b'',3.6919847
-18.5,162.5,b'',3.6844442
-18.5,163.5,b'',3.6735592
-18.5,164.5,b'',3.661975
-18.5,165.5,b'',3.6500416
-18.5,166.5,b'',3.6443176
-18.5,167.5,b'',3.633047
-18.5,168.5,b'',3.6236906
-18.5,169.5,b'',3.606383
-18.5,170.5,b'',3.5942132
-18.5,171.5,b'',3.5780022
-18.5,172.5,b'',3.566507
-18.5,173.5,b'',3.5538907
-18.5,174.5,b'',3.5521603
-18.5,175.5,b'',3.5505784
-18.5,176.5,b'',3.5401094
-18.5,177.5,b'',3.5433338
-18.5,178.5,b'',3.5006256
-18.5,179.5,b'',3.454273
-17.5,-179.5,b'',3.4298458
-17.5,-178.5,b'',3.4106781
-17.5,-177.5,b'',3.4009898
-17.5,-176.5,b'',3.3928952
-17.5,-175.5,b'',3.3834002
-17.5,-174.5,b'',3.3758078
-17.5,-173.5,b'',3.3699434
-17.5,-172.5,b'',3.357753
-17.5,-171.5,b'',3.3538685
-17.5,-170.5,b'',3.347584
-17.5,-169.5,b'',3.3401947
-17.5,-168.5,b'',3.3331518
-17.5,-167.5,b'',3.3280199
